Open Mic,Day,Start Time,Latest End Time,Venue Name,Borough,Neighborhood,Location,Venue type,Cost,Stage time,Sign-Up Instructions,Host(s) / Organizer,Changes/updates,Last verified,This Month's Changes ,Other Rules,Help other comics! Leave reviews,unique identifier,Geocodio Latitude,Geocodio Longitude,Geocodio Accuracy Score,Geocodio Accuracy Type,Geocodio Address Line 1,Geocodio Address Line 2,Geocodio Address Line 3,Geocodio House Number,Geocodio Street,Geocodio Unit Type,Geocodio Unit Number,Geocodio City,Geocodio State,Geocodio County,Geocodio Postal Code,Geocodio Country,Geocodio Source
Tiny Cupboard,Sunday,10:00 PM,11:30 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$5 ,5,sign up there Open Mics Page for Tiny Cupboard Blue Room,Tiny Cupboard,@thetinycupboard,Verified tediously 8/4 Charlotte,,,,Sunday-10:00 PM-@thetinycupboard,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard,Monday,5:30 PM,7:00 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$2 ,5,sign up there Open Mics Page for Tiny Cupboard Blue Room,Gene Morgan,@thetinycupboard,Verified tediously 8/4 Charlotte,,,,,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard,Monday,7:00 PM,8:30 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$2 ,,sign up there Open Mics Page for Tiny Cupboard Blue Room,,@thetinycupboard,Verified tediously 8/4 Charlotte,,,,,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard,Monday,8:30 PM,10:00 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$2 ,5,sign up there Open Mics Page for Tiny Cupboard Blue Room,,@thetinycupboard,Verified tediously 8/4 Charlotte,,,,,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard,Monday,10:00 PM,11:30 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$2 ,,sign up there Open Mics Page for Tiny Cupboard Blue Room,,@thetinycupboard,Verified tediously 8/4 Charlotte,,,"First come, first served",,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard Fever Dream,Tuesday,5:30 PM,7:00 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$2 ,5,sign up there,Alvaro Gamboa,@AlvaroJokesGamboa,Unverified,,,,Tuesday-5:30 PM-@AlvaroJokesGamboa,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard,Tuesday,8:30 PM,10:00 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$2 ,5,sign up there Open Mics Page for Tiny Cupboard Blue Room,Tiny Cupboard,@thetinycupboard,Verified tediously 8/4 Charlotte,,Cap at 18 comics,,Tuesday-8:30 PM-@thetinycupboard,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard,Wednesday,8:30 PM,10:00 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Bar,$2 ,5,sign up there Open Mics Page for Tiny Cupboard Blue Room,Molly Levine,@thetinycupboard,Verified tediously 7/31 Charlotte,,,,Wednesday-8:30 PM-@thetinycupboard,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard,Wednesday,10:00 PM,11:30 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$2 ,5,sign up there Open Mics Page for Tiny Cupboard Blue Room,Blue Room host,@thetinycupboard,Verified tediously 8/3 Malev,,,,Wednesday-10:00 PM-@thetinycupboard,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard,Thursday,7:00 PM,8:30 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$2 ,5,sign up there Open Mics Page for Tiny Cupboard Blue Room,Kenya Faith,@thetinycupboard,Verified tediously 8/4 Charlotte,,,,Thursday-7:00 PM-@thetinycupboard,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard,Thursday,8:30 PM,10:00 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$2 ,5,sign up there Open Mics Page for Tiny Cupboard Blue Room,Ryan Green,@thetinycupboard,Verified tediously 8/4 Charlotte,,,,Thursday-8:30 PM-@thetinycupboard,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard,Thursday,10:00 PM,11:30 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$2 ,,sign up there Open Mics Page for Tiny Cupboard Blue Room,Ryan Green,@thetinycupboard,Verified tediously 8/4 Charlotte,,,,Thursday-10:00 PM-@thetinycupboard,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard,Friday,7:00 PM,8:30 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$2 ,5,sign up there Open Mics Page for Tiny Cupboard Blue Room,Blue Room Host,@Alexdcomedy09,Verified tediously 7/31 Charlotte,,,An Adam favorite,The_Tiny_Cupboard_Friday_700_PM_117,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard,Friday,8:30 PM,10:00 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$2 ,5,sign up there Open Mics Page for Tiny Cupboard Blue Room,Blue Room Host,@thetinycupboard,Verified tediously 8/4 Charlotte,,,,The_Tiny_Cupboard_Friday_830_PM_118,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard,Friday,10:00 PM,11:30 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$2 ,5,sign up there Open Mics Page for Tiny Cupboard Blue Room,Nathan Roy,@nathan_roy_shenanigans or @thetinycupboard,Verified tediously 8/4 Charlotte,,,,The_Tiny_Cupboard_Friday_1000_PM_119,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard,Saturday,7:00 PM,8:30 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$2 ,5,sign up there Open Mics Page for Tiny Cupboard Blue Room,Blue Room Host,@thetinycupboard,Verified tediously 8/4 Charlotte,,,,Saturday-7:00 PM-@thetinycupboard,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard,Saturday,8:30 PM,10:00 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$2 ,5,sign up there Open Mics Page for Tiny Cupboard Blue Room,@imbakerb 1st/3rd,@thetinycupboard,Verified tediously 8/4 Charlotte,,10 comics max per mic,,Saturday-8:30 PM-@thetinycupboard,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
Tiny Cupboard Bad Decision,Saturday,10:00 PM,11:30 PM,The Tiny Cupboard,Brooklyn,Bushwick,"10 Cooper St, Brooklyn, NY 11207",Comedy Club,$2 ,5,sign up there Open Mics Page for Tiny Cupboard Blue Room,,@thetinycupboard,Verified tediously 8/4 Charlotte,,,,Saturday-10:00 PM-@thetinycupboard,40.683629,-73.911236,1,range_interpolation,10 Cooper St,,"Brooklyn, NY 11207",10,Cooper St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
QED Sunday Mic,Sunday,8:30 PM,10:00 PM,Qed Astoria,Queens,Astoria,"27-16 23rd Ave, Astoria, NY 11105",Comedy Club,$5 cash,5,in person only,QED Staff,@qedastoria,Verified tediously 8/5 Malev,,,,Sunday-8:30 PM-@qedastoria,40.775618,-73.914865,1,rooftop,27-16 23rd Ave,,"Astoria, NY 11105",27-16,23rd Ave,,,Astoria,NY,Queens County,11105,US,City of New York
QED Monday,Monday,6:00 PM,7:30 PM,Qed Astoria,Queens,Astoria,"27-16 23rd Ave, Astoria, NY 11105",Comedy Club,$5 ,5,Sign up at 8:00,QED Staff,@qedastoria,Verified tediously 8/5 Malev,,,,,40.775618,-73.914865,1,rooftop,27-16 23rd Ave,,"Astoria, NY 11105",27-16,23rd Ave,,,Astoria,NY,Queens County,11105,US,City of New York
Tues LGBTQ QED Mic,Tuesday,6:00 PM,7:30 PM,Qed Astoria,Queens,Astoria,"27-16 23rd Ave, Astoria, NY 11105",Comedy Club,$5+ purchase,,Sign up at 8:00,QED Staff,@qedastoria,Verified tediously 8/5 Malev,,,,Tuesday-6:00 PM-@qedastoria,40.775618,-73.914865,1,rooftop,27-16 23rd Ave,,"Astoria, NY 11105",27-16,23rd Ave,,,Astoria,NY,Queens County,11105,US,City of New York
QED Open Mic,Wednesday,6:00 PM,7:30 PM,Qed Astoria,Queens,Astoria,"27-16 23rd Ave, Astoria, NY 11105",Coffee Shop,$5+ purchase,,Sign up at 5:30,QED Staff,@qedastoria,Verified tediously 8/5 Malev,,,,Wednesday-6:00 PM-@qedastoria,40.775618,-73.914865,1,rooftop,27-16 23rd Ave,,"Astoria, NY 11105",27-16,23rd Ave,,,Astoria,NY,Queens County,11105,US,City of New York
*show dependent* late mic,Wednesday,9:15 PM,11:15 PM,Qed Astoria,Queens,Astoria,"27-16 23rd Ave, Astoria, NY 11105",Comedy Club,$5+ purchase,,Sign up at 9:30,QED Staff,@qedastoria,Verified tediously 8/5 Malev,,,,Wednesday-9:15 PM-@qedastoria,40.775618,-73.914865,1,rooftop,27-16 23rd Ave,,"Astoria, NY 11105",27-16,23rd Ave,,,Astoria,NY,Queens County,11105,US,City of New York
QED Open Mic,Thursday,6:00 PM,7:30 PM,Qed Astoria,Queens,Astoria,"27-16 23rd Ave, Astoria, NY 11105",Comedy Club,$5+ purchase,,Sign up at 5:30,QED Staff,@qedastoria,Verified tediously 8/5 Malev,,,,Thursday-6:00 PM-@qedastoria,40.775618,-73.914865,1,rooftop,27-16 23rd Ave,,"Astoria, NY 11105",27-16,23rd Ave,,,Astoria,NY,Queens County,11105,US,City of New York
*show dependent* QED Late Mic,Thursday,10:45 PM,12:15 AM,Qed Astoria,Queens,Astoria,"27-16 23rd Ave, Astoria, NY 11105",Comedy Club,$5+ purchase,,Sign up at 10:30,QED Staff,@qedastoria,Verified tediously 8/5 Malev,,,,Thursday-10:45 PM-@qedastoria,40.775618,-73.914865,1,rooftop,27-16 23rd Ave,,"Astoria, NY 11105",27-16,23rd Ave,,,Astoria,NY,Queens County,11105,US,City of New York
QED Open Mic,Friday,6:00 PM,7:30 AM,Qed Astoria,Queens,Astoria,"27-16 23rd Ave, Astoria, NY 11105",Comedy Club,$5+ purchase,,Sign up in person,QED Staff,@qedastoria,Verified tediously 8/5 Malev,,,,Qed_Astoria_Friday_600_PM_130,40.775618,-73.914865,1,rooftop,27-16 23rd Ave,,"Astoria, NY 11105",27-16,23rd Ave,,,Astoria,NY,Queens County,11105,US,City of New York
QED Late Mic,Saturday,11:00 PM,12:15 AM,Qed Astoria,Queens,Astoria,"27-16 23rd Ave, Astoria, NY 11105",Comedy Club,$5+ purchase,,Sign up at 10:30,QED Staff,@qedastoria,Verified tediously 8/5 Malev,,,,,40.775618,-73.914865,1,rooftop,27-16 23rd Ave,,"Astoria, NY 11105",27-16,23rd Ave,,,Astoria,NY,Queens County,11105,US,City of New York
Pit Improv Jam,Sunday,9:30 PM,11:00 PM,The PIT Midtown,Manhattan ,Midtown,"154 W. 29th St., New York, NY 10001",Theatre Space,$5+ purchase,,Sign up at 8:00,The Pit Midtown,@thepitnyc,Unverified,,,,Sunday-9:30 PM-@thepitnyc,40.747473,-73.992227,1,rooftop,154 W 29th St,,"New York, NY 10001",154,W 29th St,,,New York,NY,New York County,10001,US,City of New York
Win a Guest Spot! Buddha Rodney's,Sunday,9:45 PM,11:15 PM,Rodney'S Comedy Club,Manhattan ,UES,"1118 1st Ave, New York, NY 10065",Comedy Club,$6+ booking fee,,https://www.laughingbuddhacomedy.com/mics,Laughing Buddha Staff,@laughingbuddhacomedy,Verified 8/7 SMS,,,,Sunday-9:45 PM-@laughingbuddhacomedy,40.761078,-73.960686,1,rooftop,1118 1st Ave,,"New York, NY 10065",1118,1st Ave,,,New York,NY,New York County,10065,US,City of New York
Rodney's Mic,Monday,9:45 PM,11:15 PM,Rodney'S Comedy Club,Manhattan,UES,"1118 1st Ave, New York, NY 10065",Comedy Club,$7 ,5,https://www.laughingbuddhacomedy.com/mics,@MichaelFlemingo and @RileyAndFlanagan,@laughingbuddhacomedy,Verified 8/7 SMS,,,,,40.761078,-73.960686,1,rooftop,1118 1st Ave,,"New York, NY 10065",1118,1st Ave,,,New York,NY,New York County,10065,US,City of New York
Rodney's Buddha Mic,Thursday,5:30 PM,7:15 PM,Rodney'S Comedy Club,Manhattan,UES,"1118 1st Ave, New York, NY 10065",Comedy Club,$6+ booking fee,,https://www.laughingbuddhacomedy.com/mics,@laughingbuddhacomedy,@laughingbuddhacomedy,Verified 8/7 SMS,,,,Thursday-5:30 PM-@laughingbuddhacomedy,40.761078,-73.960686,1,rooftop,1118 1st Ave,,"New York, NY 10065",1118,1st Ave,,,New York,NY,New York County,10065,US,City of New York
Win a Guest Spot! Buddha Rodney's,Thursday,9:45 PM,11:15 PM,Rodney'S Comedy Club,Manhattan,UES,"1118 1st Ave, New York, NY 10065",Comedy Club,$6+ booking fee,,https://www.laughingbuddhacomedy.com/mics,Riley Flanagan and Adam Thomas,@laughingbuddhacomedy,Verified 8/7 SMS,,,,Thursday-9:45 PM-@laughingbuddhacomedy,40.761078,-73.960686,1,rooftop,1118 1st Ave,,"New York, NY 10065",1118,1st Ave,,,New York,NY,New York County,10065,US,City of New York
B. Y. O. T. ,Sunday,10:00 PM,11:30 PM,UCB,Manhattan ,East Village,"239 E 14th St, New York, NY 10003",Theatre Space,$5 cash,,signup there,UCB,@byotmic,Verified tediously 8/3 Malev,,,,Sunday-10:00 PM-@byotmic,40.732747,-73.985462,1,rooftop,239 E 14th St,,"New York, NY 10003",239,E 14th St,,,New York,NY,New York County,10003,US,City of New York
Craig Lottner's Open Mic,Monday,12:30 PM,2:00 PM,West Side Comedy Club,Manhattan,UWS,"201 W 75th St, New York, NY 10023",Comedy Club,$5 online,,https://www.fcomedyclub.com/open-mics-calendar/,Craig Lottner,@craiglottner,Verified tediously 8/3 Malev,,,,,40.780777,-73.980467,1,rooftop,201 W 75th St,,"New York, NY 10023",201,W 75th St,,,New York,NY,New York County,10023,US,City of New York
Greg Giraldo's Open Mic,Monday,3:00 PM,4:30 PM,West Side Comedy Club,Manhattan,UWS,"201 W 75th St, New York, NY 10023",Comedy Club,$5 online,,https://www.fcomedyclub.com/open-mics-calendar,Greg Giraldo,@greggiraldojr,Verified 8/7 SMS,,,,,40.780777,-73.980467,1,rooftop,201 W 75th St,,"New York, NY 10023",201,W 75th St,,,New York,NY,New York County,10023,US,City of New York
West Side Comedy Club,Monday,4:30 PM,6:00 PM,West Side Comedy Club,Manhattan,UWS,"201 W 75th St, New York, NY 10023",Comedy Club,$5 ,,https://www.fcomedyclub.com/open-mics/monday-7%3A00-open-mic-hosted-by-hemming-ge-7,Heming Ge,@heming_comedy,Verified 8/7 SMS,,,,,40.780777,-73.980467,1,rooftop,201 W 75th St,,"New York, NY 10023",201,W 75th St,,,New York,NY,New York County,10023,US,City of New York
(lgbtq + women) we wear pink,Wednesday,5:45 PM,7:15 PM,West Side Comedy Club,Manhattan,UWS,"201 W 75th St, New York, NY 10023",Bar,Free (buy smth at bar pls),,signup there,Alex Kimedian and Patricia Dinglas,@wewearpinkcomedy,Unverified,,,,Wednesday-5:45 PM-@wewearpinkcomedy,40.780777,-73.980467,1,rooftop,201 W 75th St,,"New York, NY 10023",201,W 75th St,,,New York,NY,New York County,10023,US,City of New York
Try New S**T Mic,Thursday,4:30 PM,6:30 PM,West Side Comedy Club,Manhattan,UWS,"201 W 75th St, New York, NY 10023",Comedy Club,$5 ,,signup online https://www.fcomedyclub.com/open-mics-calendar/,Sean Mullins,@seantmullins,Verified 8/7 SMS,,winner gets $20 or booked on Hope's show,,Thursday-4:30 PM-@seantmullins,40.780777,-73.980467,1,rooftop,201 W 75th St,,"New York, NY 10023",201,W 75th St,,,New York,NY,New York County,10023,US,City of New York
Open Mic! w/ Obi O'Brien,Monday,4:30 PM,5:30 PM,The PIT NYC,Manhattan,Midtown,"156 W. 29th Street, Floor 2, New York, NY, 10001",Theatre Space,$5 ,,https://thepit-nyc.com/events/monday-open-mic-w-obi-obrien/,Obi O'Brien,@sayhiobi,Verified tediously 8/3 Malev,,,,,40.747502,-73.992299,1,rooftop,156 W 29th St,Apt 2,"New York, NY 10001",156,W 29th St,Apt,2,New York,NY,New York County,10001,US,City of New York
Caravan of Dreams,Monday,5:00 PM,6:30 PM,Caravan of Dreams,Manhattan,East Village,"405 E 6th St, New York, NY 10009",Restaurant,1 Item,5,List in Person,Josh Daws,@dawsjosh,Verified 8/7 SMS,,,show up first go up first depending on the host,,40.726319,-73.985709,1,rooftop,405 E 6th St,,"New York, NY 10009",405,E 6th St,,,New York,NY,New York County,10009,US,City of New York
Caravan of Dreams,Wednesday,7:00 PM,9:30 PM,Caravan of Dreams,Manhattan,East Village,"405 E 6th St, New York, NY 10009",Bar,$3 cash + 1item,,https://slotted.co/yve9r1gg,Cooper Rego/Paola Dattner,@paoladattner,Verified tediously 7/22 Malev,,"Last Wednesday of every month is a showcase (no mic) - Next show 7/30. Also, we book the showcase from the mics each week!",,Wednesday-7:00 PM-@paoladattner,40.726319,-73.985709,1,rooftop,405 E 6th St,,"New York, NY 10009",405,E 6th St,,,New York,NY,New York County,10009,US,City of New York
Don't Freak Out,Monday,5:00 PM,6:30 PM,New York Comedy Club Midtown,Manhattan,Gramercy,"241 E 24th St, New York, NY 10010",Comedy Club,$5 ,5,signup there,Alex Mahaney,@alexmahaney,Verified tediously 8/3 Malev,,,show up first go up first depending on the host,,40.738854,-73.980869,1,rooftop,241 E 24th St,,"New York, NY 10010",241,E 24th St,,,New York,NY,New York County,10010,US,City of New York
Don't Freak Out,Friday,4:00 PM,5:30 PM,New York Comedy Club Midtown,Manhattan,Gramercy,"241 E 24th St, New York, NY 10010",Comedy Club,$5 ,5,Sign up in person,Chris Pattwell,@chrispatwell.comedy,Verified tediously 7/31 Charlotte,,,,New_York_Comedy_Club_Midtown_Friday_400_PM_147,40.738854,-73.980869,1,rooftop,241 E 24th St,,"New York, NY 10010",241,E 24th St,,,New York,NY,New York County,10010,US,City of New York
The Stand LaughingBuddhaMic,Monday,5:00 PM,6:30 PM,The Stand NYC,Manhattan,East Village,"116 E 16th St, New York, NY 10003",Comedy Club,$7 ,,https://www.laughingbuddhacomedy.com/mics,Laughing Buddha Staff,@laughingbuddhacomedy,Verified 8/7 SMS,,,,,40.735429,-73.98835,1,rooftop,116 E 16th St,,"New York, NY 10003",116,E 16th St,,,New York,NY,New York County,10003,US,City of New York
The Stand Laughing Buddha,Saturday,2:30 PM,4:00 PM,The Stand NYC,Manhattan,Gramercy,"116 E 16th St, New York, NY 10003",Comedy Club,$7 + an item,,https://www.laughingbuddhacomedy.com/mics,Laughing Buddha,@laughingbuddhacomedy,Verified 8/7 SMS,,,,Saturday-2:30 PM-@laughingbuddhacomedy,40.735429,-73.98835,1,rooftop,116 E 16th St,,"New York, NY 10003",116,E 16th St,,,New York,NY,New York County,10003,US,City of New York
Mondays with Messite,Monday,5:00 PM,6:30 PM,Janice'S Apt,Manhattan,Hell's Kitchen,"247 W 46th St Apt 1701 New York, NY 10036",Comedy Club,$5 cash,5,List in Person,Janice Messite,@janicemessite,Verified 8/7 SMS,,,,,40.759716,-73.987475,1,rooftop,247 W 46th St,Apt 1701,"New York, NY 10036",247,W 46th St,Apt,1701,New York,NY,New York County,10036,US,City of New York
BK Made Open Mic,Monday,5:00 PM,6:30 PM,Bklyn Made Comedy,Brooklyn,Bushwick,"1241 Halsey St, New York, New York 11237",Comedy Club,$3 ,5,Sign up in person,,@bkmade_openmics,Verified 8/7 SMS,,,,,40.693941,-73.907311,1,rooftop,1241 Halsey St,,"Brooklyn, NY 11237",1241,Halsey St,,,Brooklyn,NY,Kings County,11237,US,City of New York
BK Made Open Mic,Monday,7:00 PM,8:30 PM,Bklyn Made Comedy,Brooklyn,Bushwick,"1241 Halsey St, New York, New York 11237",Comedy Club,$3 ,5,Sign up in person,,@bkmade_openmics,Verified 8/7 SMS,,,,,40.693941,-73.907311,1,rooftop,1241 Halsey St,,"Brooklyn, NY 11237",1241,Halsey St,,,Brooklyn,NY,Kings County,11237,US,City of New York
BK Made Open Mic,Monday,9:00 PM,10:30 PM,Bklyn Made Comedy,Brooklyn,Bushwick,"1241 Halsey St, New York, New York 11237",Comedy Club,$3 ,5,Sign up in person,,@bkmade_openmics,Verified 8/7 SMS,,,,,40.693941,-73.907311,1,rooftop,1241 Halsey St,,"Brooklyn, NY 11237",1241,Halsey St,,,Brooklyn,NY,Kings County,11237,US,City of New York
BK Made Open Mic,Tuesday,5:00 PM,6:30 PM,Bklyn Made Comedy,Brooklyn,Bushwick,"1241 Halsey St, New York, New York 11237",Comedy Club,$3 ,5,Sign up in person,,@bkmade_openmics,Verified 8/7 SMS,,,,Tuesday-5:00 PM-@bkmade_openmics,40.693941,-73.907311,1,rooftop,1241 Halsey St,,"Brooklyn, NY 11237",1241,Halsey St,,,Brooklyn,NY,Kings County,11237,US,City of New York
BK Made Open Mic,Tuesday,7:00 PM,8:30 PM,Bklyn Made Comedy,Brooklyn,Bushwick,"1241 Halsey St, New York, New York 11237",Comedy Club,$3 ,5,Sign up in person,,@bkmade_openmics,Verified 8/7 SMS,,,,Tuesday-7:00 PM-@bkmade_openmics,40.693941,-73.907311,1,rooftop,1241 Halsey St,,"Brooklyn, NY 11237",1241,Halsey St,,,Brooklyn,NY,Kings County,11237,US,City of New York
BK Made Open Mic,Tuesday,9:00 PM,10:30 PM,Bklyn Made Comedy,Brooklyn,Bushwick,"1241 Halsey St, New York, New York 11237",Comedy Club,$3 ,5,Sign up in person,,@bkmade_openmics,Verified 8/7 SMS,,,,Tuesday-9:00 PM-@bkmade_openmics,40.693941,-73.907311,1,rooftop,1241 Halsey St,,"Brooklyn, NY 11237",1241,Halsey St,,,Brooklyn,NY,Kings County,11237,US,City of New York
BK Made Open Mic,Wednesday,5:00 PM,6:30 PM,Bklyn Made Comedy,Brooklyn,Bushwick,"1241 Halsey St, New York, New York 11237",Comedy Club,$3 ,5,Sign up in person,,@bkmade_openmics,Verified 8/7 SMS,,,,Wednesday-5:00 PM-@bkmade_openmics,40.693941,-73.907311,1,rooftop,1241 Halsey St,,"Brooklyn, NY 11237",1241,Halsey St,,,Brooklyn,NY,Kings County,11237,US,City of New York
BK Made Open Mic,Wednesday,7:00 PM,8:30 PM,Bklyn Made Comedy,Brooklyn,Bushwick,"1241 Halsey St, New York, New York 11237",Comedy Club,$3 ,5,Sign up in person,,@bkmade_openmics,Verified 8/7 SMS,,,,,40.693941,-73.907311,1,rooftop,1241 Halsey St,,"Brooklyn, NY 11237",1241,Halsey St,,,Brooklyn,NY,Kings County,11237,US,City of New York
BK Made Open Mic,Wednesday,9:00 PM,10:30 PM,Bklyn Made Comedy,Brooklyn,Bushwick,"1241 Halsey St, New York, New York 11237",Comedy Club,$3 ,5,Sign up in person,,@bkmade_openmics,Verified 8/7 SMS,,,,Wednesday-9:00 PM-@bkmade_openmics,40.693941,-73.907311,1,rooftop,1241 Halsey St,,"Brooklyn, NY 11237",1241,Halsey St,,,Brooklyn,NY,Kings County,11237,US,City of New York
BK Made Open Mic,Thursday,5:00 PM,6:30 PM,Bklyn Made Comedy,Brooklyn,Bushwick,"1241 Halsey St, New York, New York 11237",Comedy Club,$3 ,5,Sign up in person,,@bkmade_openmics,Verified 8/7 SMS,,show up first go up first depending on the host,,Thursday-5:00 PM-@bkmade_openmics,40.693941,-73.907311,1,rooftop,1241 Halsey St,,"Brooklyn, NY 11237",1241,Halsey St,,,Brooklyn,NY,Kings County,11237,US,City of New York
BK Made Open Mic,Thursday,7:00 PM,8:30 PM,Bklyn Made Comedy,Brooklyn,Bushwick,"1241 Halsey St, New York, New York 11237",Comedy Club,$3 ,5,Sign up in person,,@bkmade_openmics,Verified 8/7 SMS,,,,Thursday-7:00 PM-@bkmade_openmics,40.693941,-73.907311,1,rooftop,1241 Halsey St,,"Brooklyn, NY 11237",1241,Halsey St,,,Brooklyn,NY,Kings County,11237,US,City of New York
BK Made Open Mic,Thursday,9:00 PM,10:30 PM,Bklyn Made Comedy,Brooklyn,Bushwick,"1241 Halsey St, New York, New York 11237",Comedy Club,$3 ,5,Sign up in person,,@bkmade_openmics,Verified 8/7 SMS,,,,Thursday-9:00 PM-@bkmade_openmics,40.693941,-73.907311,1,rooftop,1241 Halsey St,,"Brooklyn, NY 11237",1241,Halsey St,,,Brooklyn,NY,Kings County,11237,US,City of New York
